gene,mean_B,mean_other,det_B,det_other,log2FC,det_diff
Spdya,0.0324,0.0254,0.0173,0.0237,0.3499,-0.0064
Trmt61b,0.1125,0.3481,0.0617,0.2641,-1.6291,-0.2023
n-TCgca52,0.0002,0.0059,0.0001,0.0035,-4.8936,-0.0034
Gm30091,0.0057,0.0412,0.0032,0.0368,-2.844,-0.0335
Wdr43,0.1446,0.2925,0.0791,0.2273,-1.0165,-0.1482
Snord92,0.0,0.0,0.0,0.0,0.0,0.0
Snord53,0.0,0.0,0.0,0.0,0.0,0.0
Gm22858,0.0,0.0,0.0,0.0,0.0,0.0
Togaram2,0.0118,0.0005,0.0063,0.0003,4.6213,0.0059
Pcare,0.0004,0.0,0.0002,0.0,8.714,0.0002
Clip4,0.2177,0.0095,0.117,0.0067,4.5117,0.1102
Gm30140,0.0168,1e-04,0.0093,0.0001,6.9524,0.0092
Alk,0.2063,0.0052,0.1032,0.004,5.298,0.0992
Gm41613,0.0072,0.0,0.004,0.0,12.8224,0.004
Gm53975,0.0,0.0004,0.0,0.0003,-8.6776,-0.0003
Gm53976,0.0,1e-04,0.0,0.0001,-6.9156,-0.0001
Ypel5,0.1373,0.3843,0.0755,0.2729,-1.4848,-0.1974
Gm30256,0.001,0.0015,0.0005,0.0013,-0.525,-0.0007
Gm30375,0.0005,0.0,0.0002,0.0,3.9803,0.0002
Lbh,0.0475,0.0306,0.0246,0.019,0.636,0.0056
Gm23649,0.0,0.0,0.0,0.0,0.0,0.0
Gm30420,0.0002,0.0,0.0001,0.0,7.6885,0.0001
Gm41615,0.0,0.0,0.0,0.0,0.0,0.0
Gm30476,0.0,0.0,0.0,0.0,-5.4066,-0.0
Gm41616,0.0003,1e-04,0.0002,0.0001,1.3262,0.0001
Lclat1,0.2311,0.2769,0.1263,0.2157,-0.2608,-0.0894
E330032C10Rik,0.0004,1e-04,0.0002,0.0001,2.1699,0.0001
Capn13,0.0,0.0002,0.0,0.0002,-7.9046,-0.0002
Galnt14,0.1713,0.0072,0.0895,0.0043,4.5711,0.0851
Gm46602,0.0005,0.0,0.0003,0.0,9.0798,0.0003
Gm52320,0.0267,0.0019,0.0144,0.0012,3.7749,0.0131
Ehd3,0.1289,0.1565,0.0709,0.0912,-0.2797,-0.0203
Gm53977,0.0004,0.0003,0.0002,0.0003,0.2869,-0.0001
Xdh,0.0121,0.9513,0.007,0.5613,-6.2952,-0.5543
Gm30983,0.0004,0.0014,0.0002,0.0012,-1.86,-0.001
Gm24475,0.0,0.0,0.0,0.0,0.0,0.0
Srd5a2,0.0005,0.0389,0.0003,0.0332,-6.2591,-0.0328
Gm31235,0.0018,0.0609,0.0012,0.0531,-5.0543,-0.0519
Gm53978,0.0049,0.0162,0.0028,0.0134,-1.7188,-0.0106
Memo1,0.2977,0.5012,0.1592,0.3511,-0.7515,-0.1919
Gm52299,0.0056,0.0111,0.0031,0.0105,-0.9745,-0.0074
Dpy30,0.1987,0.1096,0.1068,0.083,0.8578,0.0238
Gm31328,0.0,1e-04,0.0,0.0001,-6.5029,-0.0001
Spast,0.2949,0.384,0.1581,0.2878,-0.3809,-0.1297
Slc30a6,0.187,0.2353,0.1005,0.1877,-0.3318,-0.0873
Nlrc4,0.009,0.0146,0.0047,0.0103,-0.6963,-0.0056
Yipf4,0.3215,0.2218,0.1693,0.1765,0.5354,-0.0072
Gm31645,0.0262,0.0409,0.0138,0.0335,-0.645,-0.0197
Birc6,0.6672,1.1354,0.3432,0.6367,-0.7669,-0.2935
Ttc27,0.1051,0.1913,0.0573,0.1578,-0.8645,-0.1005
Gm31759,1e-04,1e-04,0.0001,0.0,0.9931,0.0001
Gm31818,0.0,0.0,0.0,0.0,0.0,0.0
Ltbp1,0.0372,0.0516,0.0197,0.0305,-0.4708,-0.0107
Rasgrp3,0.0674,0.0956,0.0328,0.0586,-0.5041,-0.0258
Fam98a,0.1958,0.2009,0.1055,0.1569,-0.0375,-0.0513
Gm53979,0.0004,1e-04,0.0002,0.0001,1.5539,0.0001
Gm46584,0.0,0.0,0.0,0.0,-4.6362,-0.0
Gm4710,0.0002,0.0,0.0001,0.0,7.9198,0.0001
Gm24126,0.0,0.0,0.0,0.0,0.0,0.0
Gm32076,1e-04,1e-04,0.0001,0.0001,0.0412,0.0
Gm32282,0.0093,0.0014,0.0052,0.001,2.7193,0.0042
Crim1,0.2445,0.3422,0.1311,0.2425,-0.4846,-0.1114
Gm41620,0.004,0.0162,0.0022,0.0138,-2.0177,-0.0117
Gm52306,0.0019,0.002,0.0011,0.0016,-0.0972,-0.0006
Fez2,0.1034,0.1604,0.0567,0.1302,-0.6337,-0.0735
Gm32336,0.0016,0.0067,0.001,0.0062,-2.0644,-0.0052
Gm53960,0.0,0.0,0.0,0.0,-5.2269,-0.0
Gm32464,0.0,0.0,0.0,0.0,-4.3146,-0.0
Gm53961,0.0,0.0,0.0,0.0,-4.6118,-0.0
Vit,0.0086,0.0013,0.0045,0.0008,2.7765,0.0037
Gm32573,0.0012,0.0002,0.0006,0.0002,2.4505,0.0005
Strn,0.3095,0.317,0.1625,0.2444,-0.0342,-0.0819
Heatr5b,0.1517,0.2172,0.0822,0.177,-0.5172,-0.0947
Gpatch11,0.1656,0.0872,0.0894,0.0709,0.9246,0.0185
Eif2ak2,0.028,0.2243,0.0159,0.1783,-3.0024,-0.1625
Gm6548,0.0,0.0,0.0,0.0,0.0,0.0
Gm26637,0.0008,0.0113,0.0005,0.0091,-3.7628,-0.0086
Sult6b1,0.0013,0.0051,0.0006,0.0039,-2.0037,-0.0033
Cebpzos,0.0996,0.0548,0.0543,0.0411,0.8607,0.0132
Cebpz,0.346,0.2763,0.1851,0.2188,0.3245,-0.0337
Ndufaf7,0.4082,0.1265,0.2151,0.1037,1.6899,0.1114
Prkd3,0.044,0.8778,0.0223,0.5369,-4.3181,-0.5145
Gm41622,0.0033,0.071,0.0017,0.0599,-4.4204,-0.0581
Qpct,0.0808,0.0334,0.0413,0.0252,1.2726,0.0162
Cdc42ep3,0.2024,0.0192,0.1092,0.0124,3.3955,0.0968
Gm17315,0.0086,0.0003,0.0046,0.0001,5.003,0.0045
Gm32954,0.0,1e-04,0.0,0.0001,-7.1852,-0.0001
4930429F11Rik,0.0,0.0,0.0,0.0,0.0,0.0
Gm10494,0.0,0.0,0.0,0.0,0.0,0.0
Rmdn2,0.0757,0.6785,0.0415,0.4353,-3.1644,-0.3937
Gm33006,0.0008,0.011,0.0004,0.0094,-3.7559,-0.009
Gm53962,0.0,1e-04,0.0,0.0,-5.8321,-0.0
Cyp1b1,0.0015,0.005,0.0009,0.0031,-1.7531,-0.0022
Gm41624,0.0,0.0,0.0,0.0,-3.3686,-0.0
Gm33055,0.0,1e-04,0.0,0.0001,-6.4796,-0.0001
Gm49984,0.0,0.0005,0.0,0.0003,-8.9427,-0.0003
Atl2,0.1822,0.8104,0.099,0.5092,-2.1528,-0.4102
Gm41625,0.0011,0.0208,0.0006,0.0191,-4.2303,-0.0185
Hnrnpll,0.2907,0.537,0.1535,0.377,-0.8851,-0.2235
Gm22215,0.0,0.0,0.0,0.0,-3.6289,-0.0
4933407O12Rik,0.0023,0.0013,0.0013,0.001,0.8003,0.0003
Gm41626,0.0011,0.0342,0.0008,0.0311,-4.9731,-0.0304
Gm23125,0.0,0.0,0.0,0.0,0.0,0.0
Galm,0.0141,0.4753,0.0085,0.3326,-5.078,-0.3241
Mir12189,0.0,0.0,0.0,0.0,0.0,0.0
Srsf7,0.8661,0.8445,0.4343,0.53,0.0363,-0.0957
Gemin6,0.0333,0.0371,0.0185,0.0303,-0.1552,-0.0118
Ttc39d,0.0,0.0,0.0,0.0,-4.6534,-0.0
Dhx57,0.2865,0.3468,0.1553,0.2574,-0.2757,-0.1021
Morn2,0.1425,0.0494,0.0776,0.0424,1.5286,0.0352
Arhgef33,0.1936,0.13,0.1024,0.109,0.5747,-0.0066
Gm10190,0.0038,0.001,0.0023,0.0008,1.8823,0.0015
Sos1,0.2633,0.5011,0.1418,0.3575,-0.9284,-0.2157
Cdkl4,0.0664,0.0128,0.0374,0.0111,2.3718,0.0264
Map4k3,0.443,0.8348,0.2348,0.5146,-0.9143,-0.2798
Gm33538,0.0,0.0061,0.0,0.0056,-12.5863,-0.0056
Gm33596,0.0293,0.005,0.0169,0.0045,2.5589,0.0124
C230072F16Rik,0.0005,0.0002,0.0002,0.0001,0.9858,0.0001
Tmem178,0.4494,0.0109,0.2325,0.0067,5.3653,0.2257
Thumpd2,0.0766,0.1099,0.0411,0.0873,-0.5211,-0.0462
Gm53963,0.0004,1e-04,0.0002,0.0,2.7077,0.0002
Gm33944,0.0055,0.1415,0.0033,0.1205,-4.6977,-0.1172
Gm53964,0.0014,0.0756,0.001,0.0735,-5.7924,-0.0725
Slc8a1,1.2944,0.9153,0.6074,0.4875,0.4999,0.1199
Gm22386,0.0,0.0,0.0,0.0,0.0,0.0
Gm34211,0.0015,0.0,0.001,0.0,7.5669,0.001
Gm34265,0.0124,0.001,0.0069,0.0008,3.616,0.0061
Gm41629,0.0024,0.0002,0.0014,0.0001,3.8861,0.0013
Gm4601,0.0,1e-04,0.0,0.0001,-7.1373,-0.0001
Gm19689,0.0013,0.0002,0.0008,0.0002,2.6396,0.0006
Gm46606,0.0,0.0,0.0,0.0,-4.8943,-0.0
Gm41631,0.0002,0.0,0.0001,0.0,7.7545,0.0001
Gm34686,0.0034,0.0096,0.0019,0.0079,-1.4988,-0.0059
Pkdcc,0.0504,0.1271,0.028,0.0975,-1.3339,-0.0696
Gm24240,0.0,0.0,0.0,0.0,0.0,0.0
Eml4,0.3066,0.504,0.1651,0.3565,-0.7172,-0.1914
Gm46594,0.0186,0.0094,0.0105,0.0083,0.989,0.0021
Gm53223,0.007,0.0038,0.0038,0.0033,0.8658,0.0005
Cox7a2l,0.3142,0.1879,0.1686,0.1431,0.7416,0.0255
Gm52292,0.0037,0.0003,0.0022,0.0002,3.4607,0.002
Gm41635,0.0064,1e-04,0.0036,0.0001,5.9148,0.0035
Gm34801,0.0184,0.0104,0.0104,0.0079,0.8152,0.0025
Kcng3,0.0578,0.0028,0.0323,0.0017,4.3839,0.0305
Mta3,0.312,0.2719,0.1657,0.2066,0.198,-0.0409
Gm46597,0.0028,0.0011,0.0015,0.0008,1.3845,0.0007
Gm41637,0.0015,0.1665,0.0011,0.1134,-6.8003,-0.1123
Haao,0.01,0.9001,0.0058,0.5513,-6.4854,-0.5455
C430042M11Rik,0.0017,0.0022,0.001,0.0019,-0.3596,-0.001
n-TIaat17,0.0,1e-04,0.0,0.0,-6.3281,-0.0
Gm35125,0.0076,0.0009,0.0041,0.0006,2.9965,0.0035
1810073O08Rik,0.0,0.0008,0.0,0.0005,-9.5574,-0.0005
Gm35229,0.0012,0.0006,0.0006,0.0004,0.9369,0.0003
Gm41638,0.0017,0.0052,0.0009,0.0037,-1.6125,-0.0029
Gm35457,0.0002,1e-04,0.0001,0.0001,0.5927,0.0
8430430B14Rik,0.0,0.0004,0.0,0.0003,-8.7873,-0.0003
Gm35551,0.0002,0.0035,0.0001,0.0025,-4.1803,-0.0024
4933433H22Rik,0.0003,0.0007,0.0001,0.0004,-1.3041,-0.0003
Gm19696,0.0008,0.1296,0.0006,0.0946,-7.3659,-0.0939
Gm41640,0.0002,0.0037,0.0001,0.0033,-4.2817,-0.0032
Zfp36l2,0.045,0.3777,0.0236,0.2402,-3.0693,-0.2165
Gm36279,0.0246,0.0402,0.0128,0.0318,-0.7096,-0.0189
Thada,0.2218,0.4342,0.1186,0.3191,-0.9689,-0.2005
Gm24492,0.0,0.0,0.0,0.0,-4.0286,-0.0
Gm24722,0.0002,0.0003,0.0001,0.0003,-0.4079,-0.0001
Gm41642,1e-04,1e-04,0.0001,0.0001,0.3081,0.0
Plekhh2,0.164,0.0412,0.0863,0.0248,1.9916,0.0615
4930500A05Rik,0.0031,0.0004,0.0017,0.0002,3.0925,0.0015
Gm26066,0.0,0.0,0.0,0.0,-5.6699,-0.0
Dync2li1,0.074,0.0077,0.0412,0.0057,3.2678,0.0355
Abcg5,0.0033,0.3513,0.0024,0.2514,-6.7175,-0.249
Abcg8,0.004,0.3891,0.0028,0.2712,-6.6069,-0.2684
Lrpprc,0.3147,0.7825,0.1692,0.4939,-1.3141,-0.3247
Gm53965,0.0073,0.0162,0.0039,0.0101,-1.1555,-0.0063
Gm46582,0.0,0.0,0.0,0.0,0.0,0.0
1110020A21Rik,0.011,0.0235,0.0059,0.0182,-1.0965,-0.0123
Ppm1b,0.3175,0.7815,0.1678,0.4952,-1.2997,-0.3274
Slc3a1,0.0144,0.3831,0.008,0.271,-4.7317,-0.263
Prepl,0.4301,0.1529,0.2295,0.1261,1.4922,0.1034
Camkmt,0.3501,0.4105,0.1838,0.2931,-0.2299,-0.1094
Gm36826,0.014,0.0444,0.0079,0.0414,-1.667,-0.0335
Six3os1,0.0042,0.0,0.0021,0.0,7.9207,0.002
Six3,0.0326,0.0,0.0163,0.0,9.7652,0.0163
Six2,0.0,1e-04,0.0,0.0001,-6.4304,-0.0001
CJ186046Rik,0.0,0.0002,0.0,0.0001,-7.8155,-0.0001
Gm41644,0.0002,1e-04,0.0001,0.0,1.4353,0.0001
Gm41645,0.0,0.0,0.0,0.0,-4.9398,-0.0
Gm29418,0.0002,1e-04,0.0001,0.0001,1.004,0.0
Gm4718,0.0018,1e-04,0.001,0.0001,4.5318,0.0009
Gm30117,0.0011,0.1999,0.0009,0.1313,-7.5469,-0.1304
Srbd1,0.1021,0.393,0.0574,0.2869,-1.9443,-0.2295
Gm53966,0.0106,0.0329,0.0064,0.028,-1.6341,-0.0216
Prkce,0.9493,0.7156,0.4746,0.4623,0.4077,0.0123
Gm5817,0.0078,0.0504,0.0042,0.0362,-2.6853,-0.032
Gm52296,0.0393,0.017,0.0214,0.0145,1.2108,0.0069
Gm53967,0.0302,0.0166,0.0169,0.0139,0.8652,0.0031
2010106C02Rik,0.0007,0.0002,0.0003,0.0001,1.7674,0.0002
Gm30284,0.0136,0.0588,0.0072,0.044,-2.1123,-0.0368
Gm52297,0.0002,1e-04,0.0001,0.0001,1.1094,0.0
Epas1,0.0338,0.6338,0.0173,0.4188,-4.2305,-0.4015
Tmem247,0.0,0.0,0.0,0.0,-3.6423,-0.0
Atp6v1e2,0.0005,0.0,0.0003,0.0,9.0297,0.0003
LOC115488765,0.0004,1e-04,0.0002,0.0001,1.6108,0.0001
Rhoq,0.0675,0.0883,0.0362,0.0682,-0.387,-0.032
Gm50012,0.0465,0.0662,0.0253,0.0556,-0.5108,-0.0304
Pigf,0.0911,0.0504,0.0504,0.0426,0.8552,0.0078
Cript,0.1676,0.1302,0.0914,0.1021,0.3642,-0.0107
Gm30421,0.0179,0.0021,0.0099,0.0017,3.0843,0.0082
Gm30510,0.0161,0.0035,0.009,0.0027,2.1804,0.0063
Socs5,0.2158,0.1612,0.1181,0.1304,0.4209,-0.0123
Gm53968,0.0,0.0,0.0,0.0,0.0,0.0
C330024C12Rik,0.0,0.0,0.0,0.0,0.0,0.0
Gm41647,0.0,0.0,0.0,0.0,0.0,0.0
Mir12190,0.0,0.0,0.0,0.0,0.0,0.0
Mcfd2,0.1546,0.4552,0.0839,0.3189,-1.5578,-0.2351
4833418N02Rik,0.0097,0.1602,0.0056,0.1253,-4.0515,-0.1197
Ttc7,0.0603,0.4447,0.0335,0.3229,-2.8823,-0.2894
Gm52284,0.0008,0.0087,0.0004,0.0078,-3.3966,-0.0073
LOC102632541,0.0,0.0016,0.0,0.0012,-10.649,-0.0012
Stpg4,0.0025,0.0013,0.0016,0.001,0.9767,0.0006
Calm2,1.921,0.4144,0.8255,0.288,2.2129,0.5375
Gm26005,0.0,0.0,0.0,0.0,0.0,0.0
Gm30794,0.0004,0.0042,0.0002,0.0032,-3.2686,-0.003
Gm30984,0.0084,0.0035,0.005,0.0024,1.2734,0.0025
Gm46587,0.0,1e-04,0.0,0.0001,-6.785,-0.0001
Gm46609,0.0007,0.0003,0.0003,0.0002,1.246,0.0001
Epcam,0.0024,0.0096,0.0013,0.0057,-2.0056,-0.0044
Msh2,0.1253,0.0875,0.0676,0.0675,0.5175,0.0001
Kcnk12,0.1434,0.0007,0.0769,0.0005,7.5916,0.0765
Gm41649,0.0032,0.0,0.0017,0.0,11.6504,0.0017
Msh6,0.0418,0.037,0.0228,0.029,0.176,-0.0063
Fbxo11,0.4717,0.6107,0.2482,0.4121,-0.3726,-0.1639
Gm4832,0.0,0.0,0.0,0.0,-3.324,-0.0
Gm31499,0.0,0.0,0.0,0.0,-4.1612,-0.0
Gm31615,0.0354,0.0042,0.0174,0.0026,3.0605,0.0148
1700116H05Rik,0.0004,0.0,0.0002,0.0,3.5225,0.0002
Gm23947,0.0,0.0,0.0,0.0,0.0,0.0
Foxn2,0.1029,0.3549,0.0547,0.2671,-1.7854,-0.2124
LOC115488851,0.0,0.0,0.0,0.0,0.0,0.0
Ppp1r21,0.2968,0.3127,0.1568,0.2404,-0.0757,-0.0836
Ston1,0.0128,0.1352,0.007,0.1062,-3.3961,-0.0992
Gm31704,0.0002,0.0039,0.0002,0.0034,-4.1949,-0.0032
Gm31903,0.0,0.0,0.0,0.0,0.0,0.0
Gm38460,0.0002,1e-04,0.0001,0.0001,1.3253,0.0
Gtf2a1l,0.0019,0.0003,0.001,0.0002,2.761,0.0007
Lhcgr,0.0026,0.0002,0.0014,0.0001,3.6979,0.0013
Fshr,0.0009,0.0018,0.0004,0.0013,-1.0229,-0.0009
4933400B14Rik,0.0,0.0,0.0,0.0,0.0,0.0
Gm4719,0.0,0.0,0.0,0.0,0.0,0.0
Gm41653,0.0009,1e-04,0.0004,0.0001,3.4185,0.0004
Nrxn1,2.2504,0.2386,0.9092,0.1205,3.2376,0.7888
Gm32337,0.1247,0.0058,0.0677,0.0037,4.4288,0.064
Gm20491,0.0066,0.0005,0.0037,0.0004,3.7833,0.0033
Gm53969,0.1248,0.0201,0.0673,0.0126,2.6321,0.0547
4930480K15Rik,0.0163,0.0013,0.009,0.0008,3.6494,0.0082
9330159H11Rik,0.2075,0.0601,0.1115,0.0353,1.7887,0.0762
Gm24244,0.0,0.0,0.0,0.0,0.0,0.0
Gm32465,0.002,0.0002,0.0012,0.0002,3.1903,0.001
Adcyap1,0.0808,0.0002,0.0444,0.0001,8.4519,0.0442
Gm25935,0.0,0.0,0.0,0.0,-4.6933,-0.0
Gm32512,0.0,1e-04,0.0,0.0001,-6.0766,-0.0001
Gm22593,0.0,0.0,0.0,0.0,0.0,0.0
Mettl4,0.0683,0.0942,0.0368,0.0792,-0.4625,-0.0424
2700099C18Rik,0.0586,0.0101,0.033,0.0087,2.5366,0.0243
Gm1976,0.2629,0.1943,0.1434,0.1536,0.4365,-0.0101
Gm20939,0.0077,0.0358,0.0045,0.0322,-2.2082,-0.0277
Gm23102,0.0,0.0003,0.0,0.0003,-8.1037,-0.0003
Vmn1r238,0.0,0.0,0.0,0.0,0.0,0.0
Crem,0.1066,0.4755,0.0592,0.3398,-2.1571,-0.2805
Gm6225,0.0352,0.0418,0.0196,0.0381,-0.2483,-0.0185
Cul2,0.242,0.3346,0.132,0.2536,-0.4671,-0.1216
Bambi,0.0322,0.0404,0.018,0.0286,-0.3277,-0.0106
Gm54028,0.0002,0.0004,0.0001,0.0004,-0.8673,-0.0003
Lyzl1,0.0,1e-04,0.0,0.0001,-7.0245,-0.0001
Gm41657,0.0,0.0,0.0,0.0,0.0,0.0
Map3k8,0.0142,0.1094,0.0076,0.0784,-2.9435,-0.0708
4833419F23Rik,0.0003,0.0106,0.0002,0.0093,-5.0297,-0.0091
Mtpap,0.1276,0.2556,0.0694,0.1982,-1.002,-0.1288
Gm52359,0.0022,0.0056,0.0013,0.0045,-1.3166,-0.0032
Gm41658,0.0033,0.0,0.0019,0.0001,6.3862,0.0019
Jcad,0.132,0.0392,0.0726,0.027,1.7509,0.0456
Gm10556,0.0002,0.0071,0.0001,0.006,-5.0773,-0.0059
Gm34269,0.0,0.0,0.0,0.0,0.0,0.0
Gm41659,0.0002,0.0006,0.0001,0.0005,-1.4433,-0.0004
Svil,0.0831,0.7765,0.0428,0.4898,-3.2242,-0.447
Gm34326,0.0002,0.0016,0.0001,0.0012,-2.8015,-0.0011
Gm53196,0.0013,0.0003,0.0008,0.0002,2.0989,0.0005
Gm26682,0.0058,0.0019,0.003,0.0015,1.6152,0.0015
Zfp438,0.1117,0.1999,0.0598,0.1645,-0.8397,-0.1048
Gm34630,0.0003,1e-04,0.0001,0.0001,2.1671,0.0001
Gm10125,0.198,0.0336,0.1033,0.0238,2.5586,0.0795
Gm52340,0.0742,0.0085,0.0392,0.0061,3.1342,0.0331
Zeb1,0.5283,0.896,0.2676,0.5354,-0.7622,-0.2677
Gm34740,0.0002,0.0,0.0001,0.0,3.0404,0.0001
Gm34804,0.0008,1e-04,0.0004,0.0001,3.0712,0.0004
Gm41663,0.0005,1e-04,0.0002,0.0001,1.7385,0.0001
Gm41662,0.0071,0.0101,0.0038,0.0078,-0.5141,-0.004
Arhgap12,0.1936,0.56,0.1031,0.3864,-1.532,-0.2833
Kif5b,0.6147,0.6409,0.3174,0.4315,-0.0602,-0.1141
Gm41664,0.0287,0.0197,0.0153,0.0154,0.5392,-0.0001
Epc1,0.4692,0.6129,0.2439,0.4156,-0.3856,-0.1717
Mir1893,0.0,0.0,0.0,0.0,0.0,0.0
4921524L21Rik,0.0,0.0021,0.0,0.0014,-11.0536,-0.0014
Rab18,0.332,0.3723,0.1781,0.2787,-0.1655,-0.1006
Mkx,0.2353,0.0212,0.1281,0.0161,3.4703,0.112
Gm46633,0.0446,0.001,0.0253,0.0006,5.5363,0.0247
Odad2,0.0108,0.0017,0.0066,0.0012,2.695,0.0054
Gm34979,0.0062,0.0161,0.0031,0.0149,-1.3808,-0.0118
Mpp7,0.1846,0.3716,0.0941,0.2786,-1.0091,-0.1844
Gm24292,0.0,0.0,0.0,0.0,-5.6354,-0.0
Wac,0.4517,0.9109,0.2362,0.5518,-1.0119,-0.3156
Gm35180,0.0009,0.0145,0.0005,0.0111,-4.0292,-0.0106
Fzd8,0.0117,0.0599,0.0066,0.0378,-2.3573,-0.0312
Gjd4,0.0002,1e-04,0.0001,0.0001,0.9722,0.0
Ccny,0.4848,0.6714,0.2549,0.4452,-0.4696,-0.1903
Gm35458,0.0,0.0002,0.0,0.0002,-7.7275,-0.0002
Gm46616,0.0,0.0,0.0,0.0,-3.9831,-0.0
Cetn1,0.0,0.0,0.0,0.0,0.0,0.0
Colec12,0.0258,0.7657,0.014,0.4738,-4.8911,-0.4598
LOC118568368,0.0,0.0064,0.0,0.004,-12.6418,-0.004
Gm23350,0.0,0.0,0.0,0.0,-4.8752,-0.0
Thoc1,0.4457,0.4704,0.2355,0.3339,-0.0778,-0.0984
Usp14,0.4719,0.4125,0.2495,0.2978,0.1941,-0.0483
Rock1,0.543,0.8249,0.2817,0.5149,-0.6032,-0.2333
Gm26244,0.0,1e-04,0.0,0.0001,-7.1268,-0.0001
Greb1l,0.164,0.0327,0.0885,0.023,2.3282,0.0655
Esco1,0.3197,0.3514,0.1714,0.2702,-0.1364,-0.0989
Snrpd1,0.3346,0.0998,0.1771,0.0819,1.7459,0.0952
Abhd3,0.1154,0.2758,0.0623,0.203,-1.2567,-0.1408
4930563E18Rik,0.0006,0.0027,0.0003,0.0022,-2.1361,-0.0019
Mib1,0.4062,0.6885,0.2172,0.4526,-0.7613,-0.2353
Mir133a-1hg,0.0447,0.0472,0.0244,0.0426,-0.0784,-0.0182
Mir133a-1,0.0,0.0,0.0,0.0,0.0,0.0
Mir1b,0.0,0.0,0.0,0.0,0.0,0.0
Mir1a-2,0.0,0.0,0.0,0.0,0.0,0.0
Gm35814,0.0005,0.0045,0.0002,0.0032,-3.1801,-0.0029
9130001E16Rik,0.0002,0.0171,0.0003,0.0141,-6.2279,-0.0138
Gata6os,0.0017,0.2139,0.0013,0.1743,-7.0142,-0.173
Gata6,0.0019,0.2236,0.0012,0.1794,-6.8783,-0.1782
Gm35918,0.0,0.0,0.0,0.0,-4.5115,-0.0
Rbbp8,0.0755,0.2319,0.0421,0.1795,-1.6191,-0.1374
Gm54029,0.0004,0.0038,0.0002,0.0035,-3.2188,-0.0033
Gm41665,0.0,0.0,0.0,0.0,-4.1253,-0.0
Gm6277,0.0156,0.0101,0.0082,0.0067,0.625,0.0015
Cables1,0.0854,0.0345,0.0455,0.0258,1.3076,0.0197
Mir1901,0.0,0.0,0.0,0.0,0.0,0.0
Gm41666,0.0,0.0002,0.0,0.0001,-7.916,-0.0001
Tmem241,0.1004,0.3248,0.0548,0.2499,-1.6943,-0.195
Gm41667,0.0008,0.0024,0.0005,0.0023,-1.5056,-0.0017
Riok3,0.3821,0.5382,0.2026,0.3786,-0.4939,-0.176
Rmc1,0.0984,0.133,0.0541,0.1034,-0.4358,-0.0494
Npc1,0.1895,0.5626,0.1004,0.3874,-1.5698,-0.2871
Ankrd29,0.0818,0.0086,0.0446,0.0057,3.2409,0.0389
Lama3,0.0201,0.0341,0.0109,0.0247,-0.7618,-0.0138
Gm36232,1e-04,0.0005,0.0001,0.0003,-1.9598,-0.0002
Gm29200,0.0007,1e-04,0.0004,0.0001,2.7894,0.0003
Ttc39c,0.2075,1.5682,0.1112,0.7803,-2.9182,-0.6691
Gm41668,0.0002,0.019,0.0002,0.0114,-6.4226,-0.0112
Mir1948,0.0,0.0,0.0,0.0,0.0,0.0
Cabyr,0.0292,0.0738,0.0165,0.0608,-1.3387,-0.0443
Osbpl1a,0.8042,0.8085,0.4082,0.5057,-0.0076,-0.0975
Gm52343,0.001,0.0114,0.0005,0.0098,-3.4956,-0.0093
Gm36439,0.0085,0.0285,0.0049,0.0222,-1.7505,-0.0174
Impact,0.7025,0.475,0.3588,0.3336,0.5646,0.0252
Hrh4,0.0004,0.0002,0.0002,0.0001,0.6986,0.0001
Gm36563,0.0,0.0,0.0,0.0,0.0,0.0
Gm22251,0.0,0.0,0.0,0.0,0.0,0.0
Gm36689,0.0,0.0,0.0,0.0,-3.3678,-0.0
Gm36747,0.0,1e-04,0.0,0.0001,-6.4816,-0.0001
Gm36802,0.0,0.0002,0.0,0.0002,-7.5022,-0.0002
Gm41670,0.0018,0.0015,0.001,0.0014,0.2516,-0.0004
Zfp521,0.176,0.0357,0.0843,0.0222,2.3012,0.0621
6330525I24Rik,0.013,0.0006,0.0062,0.0004,4.4382,0.0058
8430422H06Rik,0.0,0.0004,0.0,0.0002,-8.5013,-0.0002
Gm29992,0.0,1e-04,0.0,0.0001,-5.9407,-0.0001
Ss18,0.0923,0.314,0.0499,0.236,-1.7665,-0.1861
Gm24924,0.0,1e-04,0.0,0.0001,-6.9016,-0.0001
Psma8,0.002,0.0228,0.0011,0.0184,-3.5121,-0.0173
Taf4b,0.0512,0.1604,0.0283,0.1345,-1.6484,-0.1062
4930543D07Rik,0.0006,0.0009,0.0003,0.0008,-0.4843,-0.0005
Gm54035,0.0044,0.004,0.0025,0.003,0.1475,-0.0005
Kctd1,0.3919,0.0558,0.2094,0.0496,2.8128,0.1598
4933424G05Rik,0.0665,0.0112,0.0364,0.0094,2.5723,0.027
LOC118568377,0.0054,0.0011,0.0029,0.0007,2.2958,0.0022
Gm41672,0.0021,0.0064,0.0012,0.004,-1.5788,-0.0028
Gm30230,0.0002,1e-04,0.0001,0.0001,0.5526,0.0
A830021F12Rik,0.0052,0.002,0.0027,0.0014,1.401,0.0013
LOC115488952,0.0,0.0,0.0,0.0,0.0,0.0
Aqp4,0.0337,0.0197,0.0163,0.0155,0.7779,0.0008
Chst9,0.0368,0.0179,0.0188,0.0098,1.0387,0.0089
Gm30452,0.0037,0.0007,0.0018,0.0005,2.3362,0.0014
